"","state","heading","laws"
"363","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Bumper Height
                Modification of original vehicle bumper height is permitted.
                                 "
"364","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Headlight Use
                Headlights are required to be on 1/2 hour after sunset to 1/2 hour before sunrise, if visibility is less than 500 feet, and in conditions of insufficient light/adverse weather.
                                 "
"365","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Hazard Light Use
                Hazard lights are not permitted while driving except to indicate a traffic hazard.
                                 "
"366","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Tire Chains
                Tire chain usage is permitted for hazardous weather or other related incidents only, but may not damage the highway surface.
                                 "
"367","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Studded Tires
                Studded tires are permitted October 1 to May 31.
                                 "
"368","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Glass/Window Tinting
                A windshield may not have sunscreening material that is not clear and transparent below the AS-1 line or sunscreening material that is red, yellow, or amber in color above the AS-1 line.
The front side windows may not have sunscreening or other transparent material that has a luminous reflectance of more than 35% or has light transmission of less than 24%.
The rear window or side windows behind the front seat may not have sunscreening or other transparent material that has a luminous reflectance of more than 35% or has light transmission of less than 14%, except for the rear window or side windows behind the front seat on a multipurpose vehicle, van, or bus.
The highway patrol or local law enforcement may grant a waiver of window tinting standards for medical reasons based on an affidavit signed by a licensed physician.
                                 "
"369","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Video Screens
                No statewide restriction.
                                 "
"370","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Radar Detectors
                Radar detectors are permitted for passenger vehicles but prohibited for use by commercial vehicles.
                                 "
"371","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Windshield Stickers
                A person may not drive a motor vehicle with a sign, poster, substance, or other non-transparent material upon the front windshield, sidewings, or side or rear windows of the vehicle that materially obstructs, obscures, or impairs the driver’s clear view of the highway or an intersecting highway.
                                 "
"372","montana","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Other Equipment Rules
                N/A.
                                 "
"373","montana","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Equipment
                A person operating a motorcycle or quadricycle on public streets or highways may ride only on the permanent and regular seat. The operator may not carry a passenger unless the passenger is seated on a seat designed for 2 persons or on another seat firmly attached to the side or rear of the operator.
Motorcycles and quadricycles must be operated with lights on at all times unless the vehicle is registered as a collector’s item. If the vehicle is registered as a collector’s item, it is only required to be operated with lights at nighttime and during periods of poor visibility.
Motorcycles, quadricycles, and motor-driven cycles must be equipped with at least 1 properly functioning taillamp mounted on the rear that emits a red light plainly visible from a distance of 500 feet to the rear of the vehicle.
All operators and passengers under 18 years of age of a motorcycle or quadricycle must wear protective headgear approved by the DOJ.
                                 "
"374","montana","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Licenses
                A license is not valid for the operation of a motorcycle or quadricycle unless the holder of the license has successfully completed a road or skills test for a motorcycle or quadricycle and the license has been clearly marked with a motorcycle endorsement. 
                                 "
"375","montana","
                                   Motorcycles & Mopeds
                                
                                ","					
                Motorcycle Noise Limits
                The maximum noise level is 96dba measured at 20 inches.
                                 "
"376","montana","
                                   Motorcycles & Mopeds
                                
                                ","					
                Mopeds & Other
                A person may not operate a motorized bicycle at speeds of greater than 35 mph at nighttime or during periods of poor visibility unless the motorized bicycle is equipped with a headlamp or lamps that are adequate to reveal a person or vehicle at a distance of 300 feet ahead.
The headlamp on a motorized bicycle must be of sufficient intensity to reveal a person or a vehicle at a distance of not less than 100 feet when operated at any speed less than 25 mph, at a distance of not less than 200 feet when operated at a speed from 25 to 35 mph, and at a distance of not less than 300 feet when operated at a speed of 35 mph or more.
                                 "
"377","montana","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Dimensions
                Total length: 65 feet; trailer length: not specified; motor home length: 55 feet; width: 8 feet 6 inches (excluding safety equipment and appurtenances up to the width of the rear view mirror); height: 14 feet.
Passenger vehicles less than 2,000 lbs. GVW may tow 1 trailer; this combination shall not exceed 65 feet. Three-unit combinations shall not exceed 65 feet. Three-unit combinations permitted if rear unit is equipped with breakaway brakes.
                                 "
"378","montana","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Brakes
                All trailers and pole trailers with a Gross Vehicle Weight (GVW) of 3,000 lbs. or greater must be equipped with brakes acting on wheels. All trailers and pole trailers with a GVW of less than 3,000 lbs. must be equipped with brakes on all wheels if the total weight of the trailer or trailers does not exceed 40% of the GVW of the towing vehicle.
Every trailer and pole trailer equipped with air- or vacuum-actuated brakes and every trailer and pole trailer with a GVW in excess of 3,000 lbs. must be equipped with brakes acting on all wheels that are designed to be applied automatically and promptly, and remain applied for at least 15 minutes upon breakaway from the towing vehicle.
A towing vehicle and all trailers being towed must have 1 control device that can be used to operate all service brakes.
                                 "
"379","montana","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Hitch/Signals
                A trailer or pole trailer with GVW of 3,000 lbs. or less must be equipped with a steel safety chain or cable with a minimum diameter of 1/4 inch must be securely fastened to the towing unit. The safety chain or cable may not be connected to the ball but must be connected to the hitch or other frame member of the towing vehicle to prevent the drawbar from dropping to the ground if the ball, socket, or coupler fails. 
                                 "
"380","montana","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Lighting
                A trailer with a GVW in excess of 3,000 lbs. must be equipped with: (1) 2 clearance lamps on the front, 1 at each side; (2) 2 side marker lamps and 2 side reflectors, 1 at or near the front and 1 at or near the rear; and (3) 2 clearance lamps and 2 reflectors on the rear, 1 at each side.
A pole trailer with a GVW in excess of 3,000 lbs. must be equipped with (1) on each side, 1 side marker lamp and 1 clearance lamp that may be in combination, to show to the front, side, and rear; and (2) on the rear of the pole trailer or load, 2 reflectors, 1 at each side.
A trailer or pole trailer with GVW of 3,000 lbs. or less must be equipped with 2 rear reflectors and 2 stop lights, 1 on each side.
                                 "
"381","montana","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Mirrors
                A motor vehicle must be equipped with a mirror that reflects to the driver a view of the highway for a distance of at least 200 feet to the rear of the motor vehicle. 
                                 "
"382","montana","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Speed Limits
                N/A.
                                 "
"383","montana","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Towing
                N/A.
                                 "
"384","montana","
                                Passenger Car Trailers  
                                
                                ","					
                Trailer Other Provisions
                Passenger are permitted in towed trailers with a fifth wheel trailer hitch on a truck with at least a half-ton rating.
                                 "
"385","montana","
                                Miscellaneous Provisions  
                                
                                ","					
                Accident Reporting
                Crashes are required to be immediately reported in cases of death, injury, or when property damage exceeds $1,000.00.
                                 "
"386","montana","
                                Miscellaneous Provisions  
                                
                                ","					
                Bail Bonds
                Mandatory recognition of AAA arrest bond certificates up to $1,000 with specified exceptions. 
                                 "
"387","montana","
                                Miscellaneous Provisions  
                                
                                ","					
                Liability Laws
                An owner of a motor vehicle that is registered and operated in Montana by the owner or with the owner’s permission must continuously provide insurance against loss resulting from liability imposed by law.
A policy must provide minimum coverage of: (1) $25,000 because of bodily injury to or death of 1 person in any 1 accident and subject to that limit for 1 person; (2) $50,000 because of bodily injury to or death of 2 or more persons in any 1 accident; and (3) $20,000 because of injury to or destruction of property to others in any 1 accident.
State has non-resident service of process law; does not have guest suit law.
                                 "
"388","montana","
                                Miscellaneous Provisions  
                                
                                ","					
                Weigh Stations
                Vehicles transporting agricultural products and trucks with a GVW of 8,000 lbs. or more and new or used RVs being transported to a distributor or dealer must stop.
                                 "
"389","montana","
                                Miscellaneous Provisions  
                                
                                ","					
                Bicycles
                Bicycle helmets are not required.
Drivers passing a bicycle must only do so if they can pass so safely without endangering the person riding the bicycle.
                                 "
"390","montana","
                                Miscellaneous Provisions  
                                
                                ","					
                Other
                Montana is party to the Non-Resident Violator Compact.
                                 "
"391","wyoming","
                                 Vehicle Title
                                
                                ","					
                Title Application
                Applications for certificate of title must contain the name and address of the owner, the vehicle description, certification of applicant’s ownership and any liens, and the vehicle’s value. Applications for new vehicles must also include the manufacturer’s certificate of origin and certification by the dealer that the vehicle was new when sold to the applicant.
Applications for used vehicles must contain an assignment and warranty of title and an odometer statement.
In the case of a vehicle registered or titled in another state, the application must include a current statement made by a Wyoming law enforcement officer or licensed Wyoming dealer that the vehicle’s VIN is correct. If the vehicle is not in Wyoming at the time of application, an authorized law enforcement officer in that jurisdiction may make the statement.
The applicant must also present a receipt for payment of sales or use tax.
                                 "
"392","wyoming","
                                 Vehicle Title
                                
                                ","			
                Title Transfer of Ownership
                The seller or transferor must endorse an assignment of warranty of title on the certificate of title with a statement of all liens and encumbrances. The endorsement must be notarized, and the seller must deliver the certificate of title to the buyer or transferee at the time the vehicle is delivered.
The transferee must present in person or electronically the certificate of title to a county clerk and apply for a new certificate of title within 60 days.
The transferee is not required to deliver the certificate of title with the application if he delivers a signed, notarized bill of sale from the transferor with a description of the vehicle, including VIN, the name of the transferor, and a promise from the transferor to deliver a properly executed title free of all liens unless otherwise specified in the bill of sale.
If the transfer is by operation of law, the transferee must include a verified or certified statement of the transfer of interest with the application.
                                "
"393","wyoming","
                                 Vehicle Title
                                
                                ","		                
                Titles for Mobile Homes
                Every owner of a mobile home is required to obtain certificate of title within 30 days of purchase, transfer, or bringing into the state.
If a mobile home is installed on a permanent foundation and is taxable as real property, the certificate of title or manufacturer’s certificate of origin, if any, must be surrendered to and canceled by the county clerk. However the certificate of title will not be canceled unless all liens on the home have been released.
An applicant for a duplicate certificate of title for a mobile home must file an affidavit describing the loss along with the application. A duplicate certificate will not be issued until 11 days after the application is filed. The applicant must also deposit an indemnity bond with the state of Wyoming in an amount of not less than double the value of the mobile home.
                                "
"394","wyoming","
                                Vehicle Registration
                                
                                ","					
                Registration Application
                A person may not operate, and an owner may not give another person permission to operate, a motor vehicle unless it has been registered.
An application for the registration of a motor vehicle shall be made by the owner of the vehicle to the DMV on a form furnished by the DMV.
The application for registration shall include: the signature of an owner of the vehicle to be registered; the name, residence and mailing address of the owner, or business address of the owner if the owner is a firm, association, or corporation; a description of the vehicle including the make, model, body type, the model year as specified by the manufacturer, the number of cylinders, and the identification number of the vehicle; and any other information required by the DMV to determine whether the owner is entitled to register the vehicle.
The DMV shall require that the applicant or person making the application for registration has a valid driver’s license.
Prior to registration a vehicle must have: an identification number inspection done by a licensed dealer or a qualified identification number inspector; passed the safety inspection, if required in the current year; passed the emissions inspection, if required in the current year; paid property taxes, the fee, or received a property tax clearance; paid required sales and use tax; paid the automobile driver education tax; paid the uninsured motorist fee, if applicable; and a valid certificate of title for the vehicle being registered.
A registration card shall be signed by the owner in ink in the space provided and carried at all times in the vehicle to which it was issued.
The application for registration shall not contain any false or fraudulent statements. Such statements shall result in refusal of registration to the applicant.
There is no period of grace for late registration.
A trailer of 750 lbs. or less unladen weight and not designed, used, and maintained for hire or for the transportation of property or persons is not required to be registered.
All applications are made to the tag agent of the county wherein the applicant’s vehicle is required to be returned for ad valorem taxation.
The application must include the name, place of residence, and address of the applicant; a description of the vehicle; from whom, where, and when the vehicle was purchased; and the total amount of liens with the name and address of the lienholder.
Initial applications for registration must contain satisfactory proof of ownership.
No application shall be accepted and no certificate of registration shall be issued to any motor vehicle which was not manufactured to comply with federal emission and safety standards applicable to new motor vehicles.
                                 "
"395","wyoming","
                                Vehicle Registration
                                
                                ","					
                Registration for Non-Residents
                Vehicles owned by a non-resident, validly registered in another state or country, and displaying registration numbers or plates in accordance with the laws of that state or country are not required to be registered in Wyoming if the vehicle is not operated for gain or profit in Wyoming, not owned or operated by a person employed in the state, operated primarily by a student enrolled at a licensed postsecondary educational institution, or used for transportation of non-resident seasonally employed agricultural workers.
An operator of a vehicle operated in the state must apply immediately for registration if the operator of the vehicle is employed in the state; not a daily commuter from another jurisdiction which exempts vehicles of daily commuters from Wyoming from registration; and not a full-time student at a licensed school in the state offering post-secondary education.
Military personnel on active duty in Wyoming may maintain out-of-state vehicle registration.
Non-residents vacationing in Wyoming may drive on home state plates for 120 days.
                                 "
"396","wyoming","
                                Vehicle Registration
                                
                                ","					
                Registration Type
                Every owner of a non-commercial vehicle must apply for registration of and license plates for the vehicle annually not later than the last day of the annual registration month if the vehicle is currently registered by that owner in the state.
“Annual registration month” means: (1) for a vehicle currently registered in this state, the month in which the registration expires; (2) for a newly acquired vehicle, the month of acquisition; and (3) for any other vehicle, the month in which the vehicle was initially required to be registered in the state.
                                 "
"397","wyoming","
                                Vehicle Registration
                                
                                ","					
                Emissions Inspection
                No statewide emissions inspection requirement.
                                 "
"398","wyoming","
                                Vehicle Registration
                                
                                ","					
                Safety Inspection
                No statewide periodic vehicle safety inspection requirement.  No person may drive or move on the highway any vehicle unless the equipment on the vehicle is in good working order and adjustment and unless the vehicle is in such safe mechanical condition as not to endanger the driver or other occupant or any person on the highway.
                                 "
"399","wyoming","
                                Vehicle Registration
                                
                                ","					
                Title and Registration Fees
                
AUTOMOBILE
Title Fee: $25.00
Registration Fee: $15.00


MOTORCYCLE
Title Fee: $25.00
Registration Fee: $12.00


DUPLICATES
Plate Fee: $8.00
Registration Fee: $4.00
Driver’s License Fee: $15.00
Title Fee: $9.00
Special Plates: $30.00

                                 "
"400","wyoming","
                                Vehicle Registration
                                
                                ","
AUTOMOBILE
Title Fee: $25.00
Registration Fee: $15.00
"
"401","wyoming","
                                Vehicle Registration
                                
                                ","
MOTORCYCLE
Title Fee: $25.00
Registration Fee: $12.00
"
"402","wyoming","
                                Vehicle Registration
                                
                                ","
DUPLICATES
Plate Fee: $8.00
Registration Fee: $4.00
Driver’s License Fee: $15.00
Title Fee: $9.00
Special Plates: $30.00
"
"403","wyoming","
                                License Plates
                                
                                ","					
                Plate Disbursement
                Upon receipt of an approved application and payment of fees the county treasurer will issue to the applicant 1 reflectorized license plate or validation sticker for motorcycles, and trailers, including house trailers, and 2 reflectorized license plates or proper validation stickers for any other vehicle.
License plates must be conspicuously displayed and securely fastened to be plainly visible, secured to prevent swinging, attached in a horizontal position no less than 12 inches from the ground, and maintained free from foreign materials and in a condition to be clearly legible. Motorcycles and trailers must display 1 license plate on the rear of the vehicle, and all other vehicles must display 1 license plate on the front of the vehicle and 1 license plate on the rear of the vehicle.
License plates and stickers may be delivered by mail if the applicant so desires, but the mailing cost may be required to be paid by the applicant.
Any person who registers 2 or more vehicles may select 1 currently existing registration month for all of those vehicles.
The color scheme for license plates is dark blue on light blue with a graphic background. License plates are also available for amateur radio operators, antique motor vehicles, disabled veterans, former prisoners of war, Pearl Harbor survivors, National Guard members, and Purple Heart recipients.
Applications for a specific license plate number must be made to the county treasurer by the last day of the annual registration month.
WYDOT will issue a special tamper-resistant removable windshield placard to an applicant submitting a letter from his or her physician stating that the applicant has a disability that is expected to last a minimum of 12 months that limits or impairs the ability to walk. The placard is also available to any person responsible for the transportation of eligible persons. An eligible person may also apply for special license plates.
                                 "
"404","wyoming","
                                License Plates
                                
                                ","					
                Transfer of Plates
                Unless otherwise provided, upon transfer of ownership of a vehicle the registration of the vehicle expires and the original owner must immediately remove the license plates from the vehicle. Within 30 days (45 days for transfer executed by auctioneer) after acquiring another vehicle, the original owner may apply to transfer the license registration number to the new vehicle. The owner must pay the fees based on the amount that would be due on the new vehicle less any credit for the unused portion of the original registration fees.
If a vehicle held in joint ownership between 2 or more joint owners is transferred to 1 or more of the owners, or by a person to the person’s spouse, child, brother, sister, or parent, the same license plates may be kept on the vehicle. The transferee must file an application and pay the proper fee to the county treasurer.
Upon application and payment of the proper fee, license plates may also be transferred from leased vehicle to a replacement leased vehicle and from a vehicle when sold by the owner to a replacement leased vehicle.
                                 "
"405","wyoming","
                                    Driver's Licenses 
                                
                                ","					
                Driver's License Examination
                WYDOT examines every applicant for a driver’s license and instruction permit. The examination includes a test of the applicant’s eyesight, knowledge, and driving skills.
WYDOT may waive the knowledge and driving skills test for any person applying for a renewal license.
Visual acuity of 20/40 or better with or without corrective lenses is required.
                                 "
"406","wyoming","
                                    Driver's Licenses 
                                
                                ","					
                Graduated Driver's Licensing
                Wyoming has a system of graduated licensing for novice drivers.
At age 15, an individual may apply for a permit.
Permit holders must hold it for at least 10 days and complete 50 hours (10 nighttime) of certified driving.
At age 16, drivers may apply for an intermediate license.
Drivers are restricted from transporting more than 1 person under the age of 18 (family is excluded).
Drivers may not operate a vehicle from 11 p.m. to 5 a.m.
At age 16 and 6 months, individuals are eligible for an unrestricted license after completing driver education.  Without driver education, individuals are eligible for an unrestricted license at age 17.
                                 "
"407","wyoming","
                                    Driver's Licenses 
                                
                                ","					
                Driver's License Issuance/Application
                No person, unless otherwise exempt, may drive, steer, or exercise any degree of physical control of any motor vehicle or a vehicle being towed by a motor vehicle on a highway in the state unless the person has been issued a driver’s license for the class and type and applicable endorsements valid for the motor vehicle being driven.
No person may have more than 1 valid driver’s license at any time. A person must surrender to WYDOT all valid driver’s licenses in his or her possession before receiving a Wyoming driver’s license.
The following persons are exempt from licensing requirements: (1) a non-resident who has a valid license issued by the licensing authority in his or her possession; (2) a non-resident on active duty in the armed forces of the United States who has a valid license issued by his or her state of residence and the non-resident’s spouse or dependent child who has a valid license issued by the person’s state of residence; (3) any person on active duty in the armed forces of the United States who has in his or her immediate possession a valid license issued in a foreign country by the armed forces but only for a period of 45 days; and (4) a non-resident full-time student at a licensed institution offering post-secondary education.
A resident possessing a driver’s license issued by a member state of the Driver’s License Compact (of which Wyoming is a member) is exempt from the licensing requirement for 1 year.
Every application for an instruction permit or license must include the full legal name and current mailing address of the applicant; a physical description of the applicant including sex, height and weight; date of birth; a color photograph; the applicant’s social security number or other numbers or letters deemed appropriate; the applicant’s signature; whether the applicant has previously been licensed as a driver specifying the state or country; and information regarding suspension, revocation, or cancellation of a driver’s license.
If the applicant has not been previously issued a license in Wyoming or another jurisdiction, the applicant must supply a certified copy of the applicant’s birth certificate.
The application of any person under the age of 18 for an instruction permit or driver’s license must be signed by a parent or guardian having custody of the applicant. If there is no parent or guardian the application may be signed by the circuit court judge of the applicant’s county of residence upon petition to the court and upon a finding that the applicant is sufficiently mature to handle the responsibilities of driving a motor vehicle.
A licensee has 10 days to notify WYDOT of a change of name or address.
Social security number on license is optional.
                                 "
"408","wyoming","
                                    Driver's Licenses 
                                
                                ","					
                Driver's License Renewal
                Every driver’s license will expire on the licensee’s birthday in the 4th year following the issuance of the license. Every driver’s license is renewable within 120 days before its expiration. An applicant may renew his or her license more than 120 days before its expiration if the applicant states in writing that he or she will not be in the state during the 120 days before the license expires.
Every person applying for renewal of a driver’s license must take and successfully complete an eyesight test.
The state is prohibited from issuing a license to a person whose physician or optometrist has concluded he or she is not capable of safely operating a motor vehicle.
The driver’s license of any person who had not attained his or her 21st birthday may be renewed within 30 days prior to the date of his or her 21st birthday.
Resident military personnel and their dependents temporarily out of state may obtain an extension on their license, extending it for 4 years from the date of expiration. The fee is $15. Nonresident military personnel may use home state driver’s license.
                                 "
"409","wyoming","
                                    Driver's Licenses 
                                
                                ","					
                Types of Driver's Licenses
                Classes A and B: For vehicles with a gross vehicle weight rating (GVWR) of more than 26,000 lbs. Class S: For drivers operating a school bus.
Class C: For vehicles with a GVWR of less than 26,000 lbs. excluding motorcycles, designed to transport less than 16 passengers including the driver, and not placarded for the transportation of hazardous materials.
Class I: Instruction permit.
Restricted License: WYDOT may issue a restricted Class C or M license, or both, to a person who is between the ages of 14 and 16 if the applicant can show “extreme inconvenience” which includes the following: (1) the person must drive to school and the person’s residence is more than 5 miles from school; (2) the person has a regular job more than 5 miles from the person’s residence; (3) the person must have the license to work in his or her parent’s business; or (4) any other circumstance that the highway patrol finds is an extreme inconvenience. The licensee may drive a vehicle only between the hours of 5 a.m. and 8 p.m.
                                 "
"410","wyoming","
                                Traffic Rules  
                                
                                ","					
                Distracted Driving
                Texting while driving is prohibited. In Cheyenne and Green River, drivers are banned from handheld cell phone use.
                                 "
"411","wyoming","
                                Traffic Rules  
                                
                                ","					
                Emergency Radio/Cellular
                Citizen band radio channels 9 and 19 are monitored for emergency calls. Emergency cell numbers are #HELP (#4357) and 911. 
                                 "
"412","wyoming","
                                Traffic Rules  
                                
                                ","					
                Headsets
                No prohibition on wearing of headsets while driving.
                                 "
"413","wyoming","
                                Traffic Rules  
                                
                                ","					
                Impaired Driving
                All 50 states and the District of Columbia prohibit the operation of a motor vehicle while under the influence of intoxicating beverages, with the illegal per se limit set at 0.08 percent blood alcohol content (.08 BAC). All 50 states and the District of Columbia set the legal drinking age at 21.
Every state’s chemical test law has ‘‘an implied consent’’ provision providing that any person operating a motor vehicle on a public highway, who is suspected of driving while intoxicated, consents to a chemical test to determine if he or she is inebriated. Failure to submit or pass such a test may cause the driver’s license to be suspended or revoked regardless of any court action finding the person innocent of the charge.
The most comprehensive resource on U.S. impaired driving laws is the National Highway Traffic Safety Administration’s Digest of Impaired Driving and Selected Beverage Control Laws.  NHTSA’s Digest is updated annually.
Wyoming requires the use of ignition interlocks for repeat and high BAC (.15 BAC or greater) impaired driving offenders only.
                                 "
"414","wyoming","
                                Traffic Rules  
                                
                                ","					
                Move Over Law
                State law requires drivers approaching an official stationary emergency vehicle making use of appropriate visual signals, including tow trucks, to merge into the lane farthest from the vehicle when traveling in the same direction, if safe to do so, or to slow to a speed that is 20 miles per hour less than the posted speed limit. Also included in the law are municipal vehicles.
                                 "
"415","wyoming","
                                Traffic Rules  
                                
                                ","					
                Seat Belts
                Seat belts are required for the driver and all passengers age 9 and older.
Violation of the seat belt law is a secondary offense.
Riding in the cargo area of a pickup truck is permitted.
                                 "
"416","wyoming","
                                Traffic Rules  
                                
                                ","					
                Child Passenger Safety
                Children under age 9 must be secured in a child safety restraint system. The child must be restrained in the rear seat unless the vehicle has only 1 row of seats, then the child may be secured in a child safety restraint system in the front seat.
Violation of the child restraint law is a standard offense.
                                 "
"417","wyoming","
                                Traffic Rules  
                                
                                ","					
                Railroad Crossing
                The driver of a vehicle must stop within 50 feet but not less than 15 feet from the nearest rail of the railroad and must not proceed until he or she can do so safely when: (1) a clearly visible electric or mechanical signal device gives warning of the immediate approach of a train; (2) a crossing gate is lowered or a flagman gives a signal of the approach or passage of a train; and (3) an approaching train is visible or gives an audible warning.
No person may drive a vehicle through, around, or under any crossing gate or barrier at a railroad crossing while the gate or barrier is closed or is being opened or closed.
                                 "
"418","wyoming","
                                Traffic Rules  
                                
                                ","					
                School Buses
                The driver of a vehicle upon meeting or overtaking from either direction any stopped school bus must stop before reaching the school bus when the school bus’s flashing red lights are in operation. The driver must not proceed until the stopped bus resumes motion or the flashing red lights are no longer in operation.
                                 "
"419","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Bumper Height
                Modification of original vehicle bumper height is permitted.
                                 "
"420","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Headlight Use
                Headlights are required to be on 1/2 hour after sunset to 1/2 hour before sunrise, when visibility is less than 1000 feet, or in conditions of insufficient light/adverse weather.
                                 "
"421","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Hazard Light Use
                Hazard light use is permitted while driving.
                                 "
"422","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Tire Chains
                Tire chain usage is permitted for hazardous weather or other related incidents only, but may not damage the highway surface.
                                 "
"423","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Studded Tires
                Studded tires are permitted. Chains are required in snow emergencies. 
                                 "
"424","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Glass/Window Tinting
                No person may operate an enclosed motor vehicle that is required to be registered in the state on any public highway, road, or street that has a sunscreening device on the windshield, the front sidewings, and side windows adjacent to the right and left of the driver and windows adjacent to the rear of the driver that do not meet the following requirements: (1) a sunscreening device in the windshield must be non-reflective and may not be red, yellow, or amber in color, and must not extend downward beyond the AS-1 line or more than 5 inches from the top of the windshield, whichever is closer to the top of the windshield; and (2) a sunscreening device used on the sidewings, side windows, and rear windows must be a non-reflective type and have total light transmission of not less than 28%.
No sunscreening device or tinting film may be applied or affixed to any window of a motor vehicle that has a luminous reflectance of light exceeding 20%.
If any sunscreen device or tinting film has been added to any windows behind the operator, 1 left and 1 right outside rearview mirror are required.
Any person with a medical condition requiring tinted windows may obtain a certificate from WYDOT upon WYDOT’s receipt of a signed statement from a licensed physician or optometrist.
                                 "
"425","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Video Screens
                No motor vehicle operated on Wyoming highways may be equipped with television-type receiving equipment located so that the screen is visible from the driver’s seat. However, television-type receiving equipment used exclusively for safety or law enforcement purposes and electronic displays used in conjunction with vehicle navigation systems are permitted. 
                                 "
"426","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Radar Detectors
                Radar detectors are permitted for passenger vehicles but prohibited for use by commercial vehicles.
                                 "
"427","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Windshield Stickers
                No person may drive any motor vehicle with any sign, poster, or other material or substance upon or crack within the front windshield, side or rear windows of the vehicle that obstructs, obscures, or impairs the driver’s clear view of the highway or any intersecting highway.
                                 "
"428","wyoming","
                                    Vehicle & Equipment Rules 
                                
                                ","					
                Other Equipment Rules
                N/A.
                                 "
